时间,赞,赞.href
2014/11/14,"2,094",https://m.facebook.com/hkfs1958/photos/a.10151401759847872.1073741825.269056797871/10152567522277872/?type=1&source=46&refid=17
2014/11/14,370,https://m.facebook.com/story.php?story_fbid=10152567326137872&id=269056797871&refid=17
2014/11/14,"1,688",https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152566665372872/?type=1&source=46&refid=17
2014/11/14,508,https://m.facebook.com/hkfs1958/photos/a.10151401759847872.1073741825.269056797871/10152566627127872/?type=1&source=46&refid=17
2014/11/13,"1,262",https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152566558932872/?type=1&source=46&refid=17
11月13日上午 8:18,370,https://m.facebook.com/story.php?story_fbid=10152565627872872&id=269056797871&refid=17
11月13日上午 3:25,288,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152565227872872/?type=1&source=46&refid=17
11月13日上午 2:45,496,https://m.facebook.com/story.php?story_fbid=10152565174697872&id=269056797871&refid=17
11月13日上午 12:12,281,https://m.facebook.com/story.php?story_fbid=10152564960542872&id=269056797871&refid=17
11月12日下午 11:49,648,https://m.facebook.com/hkfs1958/photos/a.10151401759847872.1073741825.269056797871/10152564907987872/?type=1&source=46&refid=17
11月12日下午 11:30,382,https://m.facebook.com/story.php?story_fbid=10152564885717872&id=269056797871&refid=17
11月12日下午 10:50,812,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152564821552872/?type=1&source=46&refid=17
11月12日下午 8:39,"1,272",https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152564646597872/?type=1&source=46&refid=17
11月12日下午 8:07,821,https://m.facebook.com/story.php?story_fbid=10152564611522872&id=269056797871&refid=17
11月12日下午 7:11,383,https://m.facebook.com/story.php?story_fbid=10152564558212872&id=269056797871&refid=17
11月12日下午 7:05,"1,022",https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152564551237872/?type=1&source=46&refid=17
2014年11月12日下午 4:00,805,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152564415847872/?type=1&source=46&refid=17
11月12日上午 11:59,"1,293",https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152564165562872/?type=1&source=46&refid=17
11月12日上午 5:33,391,https://m.facebook.com/story.php?story_fbid=10152563599382872&id=269056797871&refid=17
11月11日下午 8:36,435,https://m.facebook.com/story.php?story_fbid=10152562808807872&id=269056797871&refid=17
11月11日下午 4:47,"1,194",https://m.facebook.com/story.php?story_fbid=10152562542657872&id=269056797871&refid=17
11月11日下午 4:23,759,https://m.facebook.com/story.php?story_fbid=10152562518587872&id=269056797871&refid=17
11月11日下午 12:34,737,https://m.facebook.com/story.php?story_fbid=10152562276802872&id=269056797871&refid=17
11月11日上午 10:02,"1,828",https://m.facebook.com/story.php?story_fbid=10152562078792872&id=269056797871&refid=17
11月11日上午 1:26,"1,275",https://m.facebook.com/story.php?story_fbid=10152561291642872&id=269056797871&refid=17
11月10日下午 11:25,"1,088",https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152561104867872/?type=1&source=46&refid=17
11月10日下午 11:24,"1,039",https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152561101487872/?type=1&source=46&refid=17
2014年11月10日下午 7:50,832,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152560836297872/?type=1&source=46&refid=17
11月10日下午 7:21,428,https://m.facebook.com/story.php?story_fbid=10152560802092872&id=269056797871&refid=17
2014年11月10日下午 6:50,714,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152560775707872/?type=1&source=46&refid=17
11月10日下午 6:47,308,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152560772787872/?type=1&source=46&refid=17
11月10日下午 4:42,296,https://m.facebook.com/story.php?story_fbid=10152560667167872&id=269056797871&refid=17
11月10日下午 3:02,401,https://m.facebook.com/story.php?story_fbid=10152560564832872&id=269056797871&refid=17
11月10日下午 2:05,"1,252",https://m.facebook.com/story.php?story_fbid=10152560520212872&id=269056797871&refid=17
11月10日下午 12:30,472,https://m.facebook.com/story.php?story_fbid=10152560418902872&id=269056797871&refid=17
2014年11月10日下午 12:20,814,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152560425507872/?type=1&source=46&refid=17
11月10日上午 11:07,"1,306",https://m.facebook.com/story.php?story_fbid=10152560338527872&id=269056797871&refid=17
11月10日上午 2:40,679,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152559486927872/?type=1&source=46&refid=17
2014年11月9日下午 11:20,653,https://m.facebook.com/hkfs1958/photos/a.10151401759847872.1073741825.269056797871/10152559187262872/?type=1&source=46&refid=17
11月9日下午 11:13,599,https://m.facebook.com/story.php?story_fbid=10152559171472872&id=269056797871&refid=17
11月9日下午 9:11,362,https://m.facebook.com/hkfs1958/photos/a.10151401759847872.1073741825.269056797871/10152558994812872/?type=1&source=46&refid=17
2014年11月9日下午 7:30,752,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152558867222872/?type=1&source=46&refid=17
11月9日下午 7:13,271,https://m.facebook.com/story.php?story_fbid=10152558849802872&id=269056797871&refid=17
11月9日下午 6:25,"1,384",https://m.facebook.com/story.php?story_fbid=10152558765302872&id=269056797871&refid=17
11月9日下午 4:38,604,https://m.facebook.com/hkfs1958/photos/a.10151401759847872.1073741825.269056797871/10152558642152872/?type=1&source=46&refid=17
11月9日下午 3:32,472,https://m.facebook.com/story.php?story_fbid=10152558582587872&id=269056797871&refid=17
11月9日下午 3:22,854,https://m.facebook.com/story.php?story_fbid=10152558573092872&id=269056797871&refid=17
11月9日下午 2:49,597,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152558541592872/?type=1&source=46&refid=17
11月9日下午 1:14,440,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152558428137872/?type=1&source=46&refid=17
11月9日下午 12:45,203,https://m.facebook.com/story.php?story_fbid=10152558383797872&id=269056797871&refid=17
11月9日下午 12:23,912,https://m.facebook.com/story.php?story_fbid=10152558378462872&id=269056797871&refid=17
11月8日,"1,296",https://m.facebook.com/story.php?story_fbid=10152557367117872&id=269056797871&refid=17
11月8日,"2,020",https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152557289302872/?type=1&source=46&refid=17
11月8日,285,https://m.facebook.com/story.php?story_fbid=10152557199847872&id=269056797871&refid=17
11月8日,763,https://m.facebook.com/story.php?story_fbid=10152557021017872&id=269056797871&refid=17
11月7日,339,https://m.facebook.com/story.php?story_fbid=10152555102637872&id=269056797871&refid=17
11月6日,"1,462",https://m.facebook.com/story.php?story_fbid=10152553654962872&id=269056797871&refid=17
11月6日,"1,364",https://m.facebook.com/hkfs1958/photos/a.443126912871.239212.269056797871/10152552292757872/?type=1&relevant_count=1&refid=17
11月3日,451,https://m.facebook.com/story.php?story_fbid=10152548043662872&id=269056797871&refid=17
10月25日,507,https://m.facebook.com/story.php?story_fbid=10152530505087872&id=269056797871&refid=17
10月25日,360,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152530327912872/?type=1&source=46&refid=17
10月24日,"2,376",https://m.facebook.com/hkfs1958/photos/a.10150658232317872.401180.269056797871/10152527242292872/?type=1&relevant_count=1&refid=17
10月22日,350,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152524732607872/?type=1&source=46&refid=17
10月22日,"1,753",https://m.facebook.com/story.php?story_fbid=10152523636542872&id=269056797871&refid=17
10月21日,267,https://m.facebook.com/story.php?story_fbid=10152523106887872&id=269056797871&refid=17
10月21日,"6,474",https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152523105252872/?type=1&source=46&refid=17
10月21日,"1,251",https://m.facebook.com/story.php?story_fbid=10152522732172872&id=269056797871&refid=17
10月20日,937,https://m.facebook.com/story.php?story_fbid=10152520441717872&id=269056797871&refid=17
10月17日,236,https://m.facebook.com/story.php?story_fbid=10152515591212872&id=269056797871&refid=17
2014年10月17日下午 10:20,766,https://m.facebook.com/story.php?story_fbid=10152515441647872&id=269056797871&refid=17
10月17日,107,https://m.facebook.com/story.php?story_fbid=10152514289317872&id=269056797871&refid=17
10月16日,362,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152512083187872/?type=1&source=46&refid=17
10月14日,383,https://m.facebook.com/story.php?story_fbid=10152508227007872&id=269056797871&refid=17
10月13日,249,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152506185537872/?type=1&source=46&refid=17
10月13日,"1,110",https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152506184117872/?type=1&source=46&refid=17
10月12日,636,https://m.facebook.com/story.php?story_fbid=10152503795327872&id=269056797871&refid=17
2014年10月12日下午 5:40,838,https://m.facebook.com/story.php?story_fbid=10152503570892872&id=269056797871&refid=17
10月12日,681,https://m.facebook.com/story.php?story_fbid=10152502974567872&id=269056797871&refid=17
10月11日,213,https://m.facebook.com/notes/%E9%A6%99%E6%B8%AF%E5%B0%88%E4%B8%8A%E5%AD%B8%E7%94%9F%E8%81%AF%E6%9C%83%E5%AD%B8%E8%81%AF/%E9%9B%A8%E5%82%98%E9%81%8B%E5%8B%95%E7%B4%80%E8%A6%81%E6%8C%81%E7%BA%8C%E6%9B%B4%E6%96%B0/10152350086240718/?refid=17
10月11日,"1,004",https://m.facebook.com/hkfs1958/photos/a.443126912871.239212.269056797871/10152500915802872/?type=1&relevant_count=1&refid=17
2014年10月11日,211,https://m.facebook.com/hkfs1958/albums/10152500466862872/?refid=17
10月10日,927,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152498128192872/?type=1&source=46&refid=17
10月9日,"1,450",https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152493343507872/?type=1&source=46&refid=17
10月5日,829,https://m.facebook.com/story.php?story_fbid=10152484487402872&id=269056797871&refid=17
10月5日,426,https://m.facebook.com/story.php?story_fbid=10152482332652872&id=269056797871&refid=17
10月4日,"2,143",https://m.facebook.com/story.php?story_fbid=10152481479842872&id=269056797871&refid=17
10月4日,664,https://m.facebook.com/story.php?story_fbid=10152479485397872&id=269056797871&refid=17
10月4日,"6,006",https://m.facebook.com/story.php?story_fbid=10152479379252872&id=269056797871&refid=17
10月4日,"1,446",https://m.facebook.com/story.php?story_fbid=10152479306372872&id=269056797871&refid=17
10月4日,"2,487",https://m.facebook.com/story.php?story_fbid=10152479173797872&id=269056797871&refid=17
2014年10月3日,"1,608",https://m.facebook.com/story.php?story_fbid=10152478610187872&id=269056797871&refid=17
9月30日,"1,167",https://m.facebook.com/story.php?story_fbid=10152471324952872&id=269056797871&refid=17
9月29日,"1,349",https://m.facebook.com/story.php?story_fbid=10152470122602872&id=269056797871&refid=17
9月29日,483,https://m.facebook.com/story.php?story_fbid=10152468699842872&id=269056797871&refid=17
9月28日,"1,551",https://m.facebook.com/story.php?story_fbid=10152468220737872&id=269056797871&refid=17
9月28日,873,https://m.facebook.com/story.php?story_fbid=10152466846422872&id=269056797871&refid=17
2014年9月27日下午 4:00,"2,276",https://m.facebook.com/story.php?story_fbid=10152466002977872&id=269056797871&refid=17
9月27日,188,https://m.facebook.com/story.php?story_fbid=10152465771767872&id=269056797871&refid=17
9月27日,214,https://m.facebook.com/story.php?story_fbid=10152465325642872&id=269056797871&refid=17
9月27日,425,https://m.facebook.com/story.php?story_fbid=10152465249142872&id=269056797871&refid=17
2014年9月27日上午 4:00,317,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152465210302872/?type=1&source=46&refid=17
9月27日,293,https://m.facebook.com/story.php?story_fbid=10152464854027872&id=269056797871&refid=17
9月26日,349,https://m.facebook.com/story.php?story_fbid=10152464756572872&id=269056797871&refid=17
9月26日,178,https://m.facebook.com/hkfs1958/albums/10152463979157872/?refid=17
9月25日,66,https://m.facebook.com/hkfs1958/albums/10152462117112872/?refid=17
9月25日,155,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152460917632872/?type=1&source=46&refid=17
9月25日,187,https://m.facebook.com/hkfs1958/albums/10152460517797872/?refid=17
9月24日,71,https://m.facebook.com/hkfs1958/albums/10152460905652872/?refid=17
9月24日,,
9月23日,202,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152459185297872/?type=1&source=46&refid=17
9月22日,99,https://m.facebook.com/story.php?story_fbid=10152456973017872&id=269056797871&refid=17
2014年9月22日下午 4:20,794,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152456661452872/?type=1&source=46&refid=17
9月22日,123,https://m.facebook.com/story.php?story_fbid=10152456442982872&id=269056797871&refid=17
2014年9月22日,11,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152456605127872/?type=1&source=46&refid=17
2014年9月20日下午 2:20,90,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152452164027872/?type=1&source=46&refid=17
9月19日,77,https://m.facebook.com/hkfs1958/photos/a.10150658232317872.401180.269056797871/10152449914972872/?type=1&relevant_count=1&refid=17
2014年9月19日下午 12:50,266,https://m.facebook.com/hkfs1958/photos/a.443126912871.239212.269056797871/10152449914152872/?type=1&source=46&refid=17
9月16日,51,https://m.facebook.com/story.php?story_fbid=10152443643682872&id=269056797871&refid=17
9月16日,13,https://m.facebook.com/story.php?story_fbid=10152443489542872&id=269056797871&refid=17
2014年9月11日下午 8:40,470,https://m.facebook.com/hkfs1958/photos/a.443126912871.239212.269056797871/10152435887677872/?type=1&source=46&refid=17
9月3日,58,https://m.facebook.com/story.php?story_fbid=10152416839067872&id=269056797871&refid=17
9月2日,64,https://m.facebook.com/story.php?story_fbid=10152415160857872&id=269056797871&refid=17
2014年9月1日下午 1:20,98,https://m.facebook.com/hkfs1958/photos/a.10151401759847872.1073741825.269056797871/10152411833522872/?type=1&source=46&refid=17
8月31日,284,https://m.facebook.com/hkfs1958/photos/a.10150658232317872.401180.269056797871/10152410472017872/?type=1&relevant_count=1&refid=17
8月31日,12,https://m.facebook.com/hkfs1958/photos/a.10150658232317872.401180.269056797871/10152410469017872/?type=1&relevant_count=1&refid=17
8月31日,91,https://m.facebook.com/story.php?story_fbid=10152410277097872&id=269056797871&refid=17
8月28日,50,https://m.facebook.com/story.php?story_fbid=10152403201502872&id=269056797871&refid=17
8月16日,133,https://m.facebook.com/story.php?story_fbid=10152372112897872&id=269056797871&refid=17
8月12日,21,https://m.facebook.com/story.php?story_fbid=10152365538817872&id=269056797871&refid=17
2014年8月11日下午 9:50,79,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152363575857872/?type=1&source=46&refid=17
8月6日,18,https://m.facebook.com/story.php?story_fbid=10152352349262872&id=269056797871&refid=17
7月30日,35,https://m.facebook.com/hkfs1958/photos/a.10150658232317872.401180.269056797871/10152338172987872/?type=1&relevant_count=1&refid=17
7月30日,14,https://m.facebook.com/events/734720249922357?view=permalink&id=734720256589023&refid=17
7月29日,56,https://m.facebook.com/story.php?story_fbid=10152335842617872&id=269056797871&refid=17
7月28日,83,https://m.facebook.com/story.php?story_fbid=10152334015187872&id=269056797871&refid=17
2014年7月14日下午 6:00,205,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152306782757872/?type=1&source=46&refid=17
7月7日,206,https://m.facebook.com/story.php?story_fbid=10152293048452872&id=269056797871&refid=17
7月4日,397,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152287126232872/?type=1&source=46&refid=17
7月4日,138,https://m.facebook.com/story.php?story_fbid=10152286160332872&id=269056797871&refid=17
7月4日,162,https://m.facebook.com/story.php?story_fbid=10152286100137872&id=269056797871&refid=17
7月3日,154,https://m.facebook.com/story.php?story_fbid=10152284947017872&id=269056797871&refid=17
7月2日,310,https://m.facebook.com/hkfs1958/photos/a.10150658232317872.401180.269056797871/10152282476532872/?type=1&relevant_count=1&refid=17
7月2日,542,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152281625882872/?type=1&source=46&refid=17
7月2日,109,https://m.facebook.com/story.php?story_fbid=10152281204682872&id=269056797871&refid=17
7月1日,76,https://m.facebook.com/story.php?story_fbid=10152280378702872&id=269056797871&refid=17
7月1日,67,https://m.facebook.com/story.php?story_fbid=10152280321862872&id=269056797871&refid=17
2014年7月1日下午 5:50,40,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152280236182872/?type=1&source=46&refid=17
6月30日,12,https://m.facebook.com/events/1530187833876154?view=permalink&id=1530187840542820&refid=17
6月22日,102,https://m.facebook.com/hkfs1958/albums/10152256209022872/?refid=17
6月21日,75,https://m.facebook.com/story.php?story_fbid=10152258298172872&id=269056797871&refid=17
6月21日,38,https://m.facebook.com/story.php?story_fbid=10152258250902872&id=269056797871&refid=17
6月21日,57,https://m.facebook.com/hkfs1958/photos/a.433111302871.207569.269056797871/10152258144927872/?type=1&source=46&refid=17
6月21日,,
6月21日,7,https://m.facebook.com/story.php?story_fbid=10152257977632872&id=269056797871&refid=17
6月21日,33,https://m.facebook.com/hkfs1958/photos/a.10150658232317872.401180.269056797871/10152257242222872/?type=1&relevant_count=1&refid=17
